#.ttime_rel	Q	CODt	CODs	TSS	NH4	PO4
#d	m3/h	g/m3	g/m3	g/m3	g/m3	g/m3
339.87153	7963.121094	474.656511603	158.047482676	182.259180017	28.97949219	6.4964801
339.875	8123.62207	502.937528959	152.580168103	193.468966655	28.80859375	6.3212622
339.87847	8093.02832	465.86867697	154.053808589	190.602168206	28.78417969	6.3352621
339.88194	8013.214844	453.593965488	150.392318787	186.703691802	28.7109375	6.349262
339.88542	8051.868652	448.293236972	154.163384121	174.881380394	29.24804688	6.3632619
339.88889	8158.457031	446.484294321	152.618701631	181.929866807	29.296875	6.3772618
339.89236	8086.534668	447.981793625	151.558580473	201.373853297	29.24804688	6.3912617
339.89583	8086.398438	458.458988131	149.050685725	205.092779037	29.51660156	6.4052616
339.89931	8045.861328	446.268532033	145.740774335	180.95761856	29.54101563	6.4192615
339.90278	8010.835938	458.722807735	158.591324413	180.508263475	29.4921875033	6.4332615
339.90625	7948.360352	456.534740925	154.136363607	173.429063111	29.4433593767	6.4472614
339.90972	7826.325684	460.285289623	155.667252622	179.81812458	29.39453125	6.4612613
339.91319	7864.811523	448.93068319	157.583577139	171.266949076	29.35791016	6.4752612
339.91667	7903.869141	477.070949807	159.095083436	191.320137276	29.34570313	6.3594759
339.92014	7807.033691	461.845958253	156.94585726	179.891895603	29.39453125	6.3731958
339.92361	7788.132813	469.813885133	164.057864571	182.920386666	29.98046875	6.3869157
339.92708	7803.321777	470.731388507	159.678145298	188.971033609	30.24902344	6.4006356
339.93056	7783.458984	458.827585314	162.593327688	174.699228943	30.01302147	5.8324031
339.93403	9023.193359	455.889276734	157.248849885	182.024791249	30.2734375	4.5578679
339.9375	9372.748047	471.942001308	152.070748962	192.120617295	30.10253906	4.554712
339.94097	8128.499023	476.742998583	161.308681156	186.70032627	29.8828125	4.5515
339.94444	7956.070801	461.805826138	164.028139886	182.770836734	29.85839844	4.5482374
339.94792	7946.259766	453.726086168	159.680426424	181.629806234	29.83398438	4.5449157
339.95139	8008.449219	455.502726168	157.217951685	188.157953378	29.77294922	4.5415406
339.95486	8039.121094	458.925006915	161.280055456	189.581938162	29.82177734	4.5381123
339.95833	7794.209473	452.792315488	153.528144377	181.099024922	29.99267578	4.5346276
339.96181	5549.827148	476.800908542	155.965419464	188.454273285	30.05371094	4.5310868
339.96528	7959.024414	457.919760603	153.625807455	185.141627749	30.29785156	4.5274945
339.96875	7727.924316	449.694177611	157.260391354	178.040799981	30.50537109	4.5238441
339.97222	7640.327148	448.602523969	152.777246935	182.322306201	30.51757813	4.5320385
339.97569	7548.08252	454.050398703	154.355599893	184.552467043	30.54199219	4.5546758
339.97917	7540.544434	444.963986919	150.869613849	178.627355491	30.41992188	4.5773666
339.98264	7437.157715	444.063312038	147.860482446	181.632823155	30.34667969	4.6001137
339.98611	7428.881348	431.338309302	147.647168618	170.0914284	30.23681641	4.622914
339.98958	7373.013672	434.65889689	150.292654084	169.963104967	30.12695313	4.6457715
339.99306	7343.137207	430.462295138	144.012089538	169.735420304	30.10253906	4.6686811
339.99653	7324.72168	434.081093063	146.858360581	169.864199715	29.83398438	4.6916467
340.0	7295.174805	424.318801742	149.597791471	160.06694726	29.72412109	4.7564807
340.00347	7237.458008	427.797500578	143.534806983	171.63708013	29.33959961	4.8344322
340.00694	7177.122559	428.740939851	150.107658656	175.823945305	29.24804688	4.858034
340.01042	7186.55957	425.524059679	144.137692835	170.352006203	29.17480469	4.8816935
340.01389	7182.723633	423.566876406	142.213428416	176.270259627	29.00390625	4.9010508
340.01736	7095.102051	422.317044145	143.546398146	169.876055627	29.31315041	4.9198045
340.02083	7080.245117	421.069731581	143.642398188	167.09939092	29.54101563	4.9385868
340.02431	7098.31543	420.515646679	142.642630977	166.7935699	29.504394535	4.9573969
340.02778	7098.000488	426.523076273	149.116724822	170.033748754	29.46777344	4.9762352
340.03125	7037.949219	424.421222083	148.248766901	167.276132185	29.38842773	4.9951012
340.03472	6892.015137	423.471777547	147.705766219	165.933200396	29.37011719	5.0139955
340.03819	7030.085938	414.797417175	142.389378071	165.215738865	28.96321678	5.0329185
340.04167	6950.576172	420.026096658	144.862867723	163.677159416	29.296875	5.0013499
340.04514	6967.747559	412.345162936	139.369318994	165.427694776	29.30908203	5.0201382
340.04861	6967.623047	416.625034212	146.300868562	168.183207919	29.278564455	5.038954
340.05208	6972.259277	431.711487596	146.359490876	178.756489223	29.24804688	5.0577978
340.05556	6896.593262	418.482356721	145.660945132	164.053739963	29.04052734	5.076677
340.05903	6831.15625	422.039083905	143.894121052	165.828560778	28.97949219	5.0955695
340.0625	6750.138672	425.131379092	142.795390444	172.621497268	29.19921875	5.114496
340.06597	6743.830078	432.779128992	148.669501465	174.198407686	29.12597656	5.1334505
340.06944	6631.836426	429.863611832	146.215254834	174.555992096	29.38232422	5.1524339
340.07292	6533.991699	422.367100624	148.904986689	162.747825553	29.44335938	5.1714434
340.07639	6421.54248	424.110573214	142.078307164	172.678827766	29.62239647	5.189569
340.07986	6336.455566	422.29594401	147.651881019	167.495690507	29.6875	5.2034909
340.08333	3963.833984	381.366144998	116.742990627	171.78647882	30.15136719	5.1646503
340.08681	6693.525391	430.758370945	156.333426126	163.112807815	30.51757813	5.1783702
340.09028	6345.845703	435.614957084	156.860868953	164.739241942	30.88378906	5.1920901
340.09375	6517.084473	436.565238112	156.992804287	167.225251591	31.16455078	5.2058101
340.09722	6080.807129	436.469522	149.039334483	177.321666974	31.32324219	5.21953
340.10069	6062.690918	431.247388034	150.989663827	165.5152554	31.39648438	5.2332499
340.10417	3440.121094	402.781295253	123.842820769	191.122683558	30.56640625	5.2469698
340.10764	6018.51123	433.865933104	155.946634745	167.783947856	31.61621094	5.2606897
340.11111	5822.151855	427.047605719	150.578862971	156.952741931	31.68945313	5.2744096
340.11458	5747.774414	429.88843557	154.744356465	157.449505895	32.12280273	5.2881295
340.11806	5568.579102	423.243822879	148.989045915	157.069131116	32.10449219	5.3018494
340.12153	5502.682129	417.715475873	148.466569095	154.496842044	32.27539063	5.3155694
340.125	2941.607178	391.495760742	120.049880868	171.451727602	31.640625	5.3836698
340.12847	5475.716309	424.446533303	155.456857423	155.098975383	31.93359375	5.3975297
340.13194	5375.782227	424.233789066	157.457784307	148.493769501	31.78710938	5.4113896
340.13542	5165.45752	427.684295976	156.152876556	153.665677481	32.29980469	5.4252495
340.13889	5039.067383	422.779541776	154.52906708	153.066834176	32.37304688	5.4391094
340.14236	2614.672119	403.90188319	124.079794444	180.123396915	32.47070313	5.4529693
340.14583	5134.338379	434.997928739	160.137082699	168.355704882	32.23876953	5.4668292
340.14931	5048.350586	426.597615279	163.266609414	146.201359291	32.421875	5.4806891
340.15278	4990.876953	441.97391284	166.778163849	158.895643995	32.47070313	5.4945491
340.15625	4925.834961	357.865805311	128.206489862	133.888169533	32.54394531	5.508409
340.15972	2484.359131	415.730193363	130.321315965	188.784384972	32.66601563	5.5222689
340.16319	5192.696777	433.994807279	163.95482363	149.926151444	32.56835938	5.5361288
340.16667	4940.704102	433.523038553	163.490671316	151.374189409	32.03125	5.4378677
340.17014	4903.325684	443.134950959	162.425874576	165.220331082	32.39746094	5.4514476
340.17361	2460.159912	427.644046958	126.956289581	205.362598947	32.47070313	5.4650275
340.17708	2629.439453	588.933193587	204.596196233	228.416732351	32.51953125	5.4786075
340.18056	5036.782227	427.079217103	162.921904903	148.218635036	32.421875	5.4921874
340.18403	5086.432129	424.25103787	158.311514778	145.776329347	32.32421875	5.5057673
340.1875	5071.606934	418.496243504	156.722930017	147.112606746	32.49511719	5.5193472
340.19097	2882.613525	391.936024191	119.747332556	181.951671074	32.77994919	5.5329271
340.19444	5358.020508	400.489338877	148.083561196	136.75369661	32.78808594	5.546507
340.19792	5354.268555	400.230174901	154.19201475	135.905520512	32.77994792	5.5600869
340.20139	5440.836914	398.883018002	151.628681655	136.046065569	32.7718099	5.5736668
340.20486	2960.497314	385.935901316	120.241357117	171.5833634	32.76367188	5.5872468
340.20833	5753.727051	397.619382128	147.136742005	138.326829616	31.7199707075	5.4276052
340.21181	5525.20459	389.919292316	143.87936376	137.069068402	30.676269535	5.4407651
340.21528	5421.79541	393.646513057	148.57080305	137.844870371	29.6325683625	5.4539251
340.21875	3006.568604	388.575447962	123.579305391	161.307559745	28.58886719	5.467085
340.22222	5596.435059	397.059243091	149.988147349	134.369246986	28.46679688	5.4802449
340.22569	5446.15918	396.170823571	147.713015898	137.047508926	28.19824219	5.4934048
340.22917	4940.149414	399.968732537	149.269435644	140.205529254	27.28271484	5.5065647
340.23264	2829.424805	389.131108671	119.243994993	177.509029333	28.02734375	5.5197246
340.23611	5264.522949	397.693903582	151.374452409	128.01637089	28.03141308	5.5328846
340.23958	5048.67627	395.705166137	155.243264351	133.527493677	28.03548241	5.5460445
340.24306	2554.979004	381.392739817	123.37673103	164.089711312	28.05175781	5.5592044
340.24653	2536.321777	374.822296149	118.525294327	157.480746716	27.55126953	5.5723643
340.25	5109.478516	404.613134704	156.142815956	131.440586212	28.27962303	5.4666833
340.25347	4969.968262	413.103541852	158.257888239	141.374494197	28.14941406	5.4795632
340.25694	2332.584473	464.819202804	127.911068534	198.790196082	28.41796875	5.4924431
340.26042	2326.748291	438.589196339	121.963496116	213.185938859	28.63769531	5.505323
340.26389	4818.106934	407.690845396	160.171242399	134.541247032	28.46679688	5.5182029
340.26736	2710.979004	412.882548511	189.002501652	96.8752499637	28.74755859	5.5310829
340.27083	2565.955566	398.094036137	121.25960078	184.103505726	29.03645897	5.5439628
340.27431	2475.478516	394.392824419	124.195404722	175.268674664	28.68652344	5.5568427
340.27778	4880.881348	404.797418578	163.699513653	121.14906105	28.7109375	5.5697226
340.28125	2716.016357	406.345940437	183.462066937	103.375253288	28.40983009	5.5826025
340.28472	2541.476563	381.176400392	118.110663681	169.829265144	28.37727928	5.5954825
340.28819	2414.748779	380.048875414	116.204563012	163.214924803	28.39355469	5.6083624
340.29167	2769.834717	413.261937127	195.147124275	93.688337355	28.00292969	5.4379409
340.29514	2725.763672	402.107918502	185.20429556	95.2363462918	28.35693359	5.4504008
340.29861	2516.991455	376.54782041	121.27168718	170.760343586	28.22265625	5.4628608
340.30208	2192.946533	393.548146503	117.981792167	182.658355221	28.28369141	5.4753207
340.30556	2763.025635	425.155166705	185.552719958	111.780326561	28.25927734	5.4877806
340.30903	4825.626465	398.021459473	157.613103007	131.294807048	28.37727928	5.5002405
340.3125	2410.302734	380.514612253	123.75095159	158.065876675	28.03548241	5.5127004
340.31597	237.8816376	441.699970103	149.414863323	161.786344915	28.46679688	5.5251604
340.31944	5073.124023	391.729345254	155.637215806	127.855399131	28.35693359	5.5376203
340.32292	4712.043945	388.734918494	155.120269109	119.298413034	28.22265625	5.5500802
340.32639	235.7020721	421.010293894	152.705150055	140.27704007	28.25927734	5.5625401
340.32986	325.5106506	472.043671899	178.135297283	154.189719916	28.14941406	5.575
340.33333	5027.028809	391.502608667	153.645193987	126.44268882	27.01416016	5.4618991
340.33681	2225.375244	384.482912342	127.370385821	158.429380574	28.19824219	5.474079
340.34028	240.7814331	406.810046641	153.685102611	125.438724972	27.80761719	5.4862589
340.34375	2657.016357	390.276707918	132.297760322	157.566459209	27.70996094	5.4984388
340.34722	4830.864258	395.973823785	158.20516982	122.014810084	27.64892578	5.5106187
340.35069	357.7167053	402.621804381	145.458056857	136.406904463	27.70996094	5.5227987
340.35417	2548.962158	392.542332558	125.076993982	159.010141101	27.40478516	5.5349786
340.35764	5185.938477	385.192516091	152.648457801	112.588278639	27.31933594	5.5471585
340.36111	2741.756348	385.522180502	181.62111807	75.5356779265	26.91243553	5.5593384
340.36458	523.1561279	388.509026801	151.814721664	118.402107526	26.78222656	5.5715184
340.36806	2686.322021	374.938576645	129.057201673	148.46417079	26.41601563	5.5836983
340.37153	5369.15332	383.772477242	151.436708905	115.224989401	26.25325584	5.5958782
340.375	2887.294678	400.200074405	179.791475147	86.9351331314	26.77001953	5.8658999
340.37847	2935.121094	372.753179891	125.35476219	146.529401322	26.73339844	5.8786398
340.38194	2557.5271	424.390307696	128.40843524	193.626496263	26.40380859	5.8913797
340.38542	3131.159668	396.320367104	174.722860453	100.102684945	26.31835938	5.9041196
340.38889	3840.901367	401.589776608	162.953622892	122.887302366	26.42415428	5.9168595
340.39236	2600.091064	418.683850129	124.641900226	196.756667729	26.22070313	5.9295995
340.39583	617.2600098	461.187468923	159.095898577	172.552519988	25.9765625	5.9423394
340.39931	2946.492432	391.03135988	182.952767196	87.3398105736	26.16373634	5.9550793
340.40278	4987.299805	414.973192972	154.111714315	150.036648848	26.40380859	5.9678192
340.40625	2192.804199	421.046608911	126.473968534	191.514600362	26.3671875	5.9805591
340.40972	437.0321655	426.28134849	151.15968888	153.509256284	26.39160156	5.9932991
340.41319	5261.816895	394.046528233	153.294103686	125.351164826	26.67236328	6.006039
340.41667	5074.117676	402.875989075	157.054397308	127.86995857	26.96533203	6.7463236
340.42014	241.8037567	431.70955049	151.909615218	151.052722124	26.80664063	6.7606035
340.42361	5391.030762	401.29326456	150.030314719	130.422094312	27.36816406	6.7748834
340.42708	5092.076172	394.031125878	153.532485183	125.998677479	27.5390625	6.7891633
340.43056	2868.115723	415.875865482	182.22437953	105.530864363	28.05175781	6.8034432
340.43403	443.7422791	390.439919436	135.314077705	138.63792863	28.34472656	6.8177231
340.4375	5098.950195	385.118060875	155.531252009	111.000362613	28.36914063	6.832003
340.44097	2763.447998	406.122638256	187.801204088	94.3040483805	28.24707031	6.846283
340.44444	2724.125977	415.774629563	194.708027912	87.4948649037	28.90625	6.8605629
340.44792	2653.560303	370.803388214	117.507058718	150.494401814	28.80859375	6.8748428
340.45139	5318.257324	408.99883343	164.523408346	123.855280657	28.78417969	6.8891227
340.45486	2973.433838	436.722937243	193.254807814	111.804910824	29.33349609	6.9034026
340.45833	2899.289307	461.138818714	193.272586221	113.63806212	29.79329491	7.3924254
340.46181	4921.609375	421.094929953	168.001130631	133.398749932	29.02832031	7.4076853
340.46528	446.2939453	409.424635195	138.540905326	147.624289928	30.6640625	7.4229452
340.46875	3051.695313	475.587042644	202.060315374	141.557868661	31.04248047	7.4382051
340.47222	5286.878906	437.367810819	175.441786734	132.411028391	31.54296875	7.453465
340.47569	5018.648926	446.609167383	171.418595973	154.280633871	32.03125	7.5642447
340.47917	2778.395996	498.831154102	208.755205281	141.145159336	32.28759766	7.63
340.48264	5355.123047	448.829536625	167.714474231	156.78686367	33.16650391	7.63
340.48611	4997.900391	449.279469617	168.595454357	153.785996939	34.03320313	7.63
340.48958	5080.688477	454.985332103	168.179853013	159.508166499	34.52148438	7.63
340.49306	2706.190186	557.261072646	222.556652594	182.490965664	35.00976563	7.63
340.49653	5167.28418	461.453992866	169.846203655	157.106254889	35.59570313	7.63
340.5	5137.813477	468.897022061	173.702888297	169.110532482	36.328125	7.91
340.50347	5355.110352	471.910660021	170.384032586	177.275703094	36.77571487	7.91
340.50694	2902.823242	540.386817626	217.225609629	164.498405959	37.20703125	7.91
340.51042	5347.260742	495.403258522	178.808654379	183.148900487	37.37792969	7.91
340.51389	5688.422852	493.595398736	179.941890046	181.30232905	37.491861345	7.91
340.51736	5621.020996	494.052918001	181.223115105	180.45572283	37.605793	7.91
340.52083	3244.541016	562.123557085	216.213544009	192.48216787	37.67089844	7.91
340.52431	5750.466797	481.620244996	184.341124274	162.671815396	38.04524612	7.91
340.52778	5556.060547	493.867980555	181.537164075	178.081581311	37.890625	7.91
340.53125	3260.018066	565.403937884	222.809571678	188.267414983	38.50097656	7.91
340.53472	5306.451172	499.341256251	191.320690783	168.712670823	38.26904297	7.91
340.53819	6127.362793	495.19164349	188.087465274	172.3587494	38.26497269	7.91
340.54167	5514.623047	506.095706163	185.039030069	180.917310889	38.34228516	7.7
340.54514	3427.760986	600.868594297	231.341131932	204.195185447	38.48876953	7.7
340.54861	6266.856934	536.146929303	199.813246535	190.140734707	38.25683594	7.7
340.55208	6897.213379	533.490786535	194.848138896	193.404503577	39.22119141	7.6982243
340.55556	8102.646973	548.048856173	202.940377326	199.036217425	39.2578125	7.6828244
340.55903	5251.003418	613.165016909	228.090125745	216.100657369	39.22119141	7.6674245
340.5625	7398.063477	540.305449033	196.1012077	195.972315397	39.39208984	7.6520246
340.56597	7604.380371	561.981263767	202.91808111	207.157853479	39.42871094	7.6366247
340.56944	7748.47168	574.918206964	201.009358519	222.395451167	39.0177408867	7.6212248
340.57292	9003.595703	595.730269428	199.443304313	240.237205028	38.6067708333	7.6058249
340.57639	7165.087402	593.576746453	195.444904626	253.305268058	38.19580078	7.590425
340.57986	8912.557617	610.877009749	204.907873403	255.324382493	36.93033981	7.5750251
340.58333	8752.226563	634.305866541	205.803780764	271.170537249	37.13378906	7.147282
340.58681	8816.945313	651.974381884	210.663895139	271.664800533	37.47558594	7.1327221
340.59028	9102.233398	655.872276518	204.219626921	279.776073202	37.4104805	7.1181622
340.59375	9996.740234	674.33892822	207.478701565	307.265453454	36.70247269	7.1036023
340.59722	9838.189453	655.259342675	199.803319997	287.378859191	35.88867188	7.0890424
340.60069	9899.610352	657.887968546	194.129271536	322.240781859	34.64355469	7.0744825
340.60417	9420.216797	664.893446754	199.774008288	303.869042163	33.34960938	7.0599226
340.60764	9934.115234	639.583037471	195.456083465	314.082800497	32.78808594	7.0453627
340.61111	9904.183594	603.550742581	190.470761716	260.272791275	32.73925781	7.0308027
340.61458	10062.01367	613.424534661	187.845146891	271.186162885	31.76269531	7.0162428
340.61806	10053.96484	606.851879478	182.055622246	297.423723854	31.51855469	7.0016829
340.62153	10284.52051	575.238813613	183.029174416	248.200398537	31.32324219	6.987123
340.625	10408.68262	588.764877538	179.689228904	242.944673709	30.82275391	6.8384754
340.62847	10326.73047	576.089398754	185.514795894	240.186028055	30.71289063	6.8241955
340.63194	9901.616211	572.584842996	183.514752855	246.268151069	29.95605469	6.8099156
340.63542	10745.71973	578.635356027	181.493355304	252.066688125	30.49316406	6.7956356
340.63889	10167.40723	556.442916404	179.754997769	238.469707722	29.67529297	6.7813557
340.64236	10016.94336	557.062998172	173.760059253	255.204056684	29.73632813	6.7670758
340.64583	9292.366211	543.630480402	173.200927021	234.79263101	29.93164063	6.7527959
340.64931	9580.043945	545.199039324	171.370567718	233.59004867	30.51147461	6.738516
340.65278	9824.693359	526.925578821	168.091041406	225.769376276	29.24804688	6.7242361
340.65625	10681.53027	548.235041883	176.698994588	227.015475089	29.6875	6.7099562
340.65972	9358.855469	556.499722328	180.243330408	245.140154628	28.67024803	6.6956763
340.66319	9829.445313	545.152576736	166.719432924	247.57438186	28.77197266	6.6813964
340.66667	9529.038086	549.080035727	168.243328944	251.274362215	29.60205078	6.6671165
340.67014	9615.452148	530.204093144	165.604874469	232.379214991	29.07714844	6.6528366
340.67361	9158.65625	523.346219807	166.300873413	218.410782011	27.39257813	6.6385566
340.67708	9872.063477	514.968658011	161.317535128	218.019199219	28.49121094	6.6242767
340.68056	10291.06738	540.049946228	170.320768909	235.043070983	27.78320313	6.6099968
340.68403	9779.920898	519.393213376	163.595273487	220.913477491	27.61230469	6.5957169
340.6875	9264.504883	524.61812978	166.425937136	228.237600567	27.81982422	6.581437
340.69097	9539.353516	505.558736865	163.584071837	209.402609029	28.10058594	6.5671571
340.69444	9263.375977	520.544794016	166.719216435	223.664862237	27.75878906	6.5528772
340.69792	9297.326172	513.208124556	159.28701513	224.892235803	27.95410156	6.5385973
340.70139	9693.076172	496.494280295	156.627173354	212.896393845	27.734375	6.5243174
340.70486	9463.420898	485.112642688	157.572023549	193.781000458	27.61230469	6.5100375
340.70833	9575.413086	475.535417863	163.117199033	186.392766057	27.44140625	6.4957576
340.71181	9673.820313	480.904734168	161.258536034	195.294717845	27.33561134	6.4814777
340.71528	9331.780273	473.693163972	156.653234134	191.343646871	27.29492188	6.4671977
340.71875	9770.331055	478.137242852	160.25976015	202.109201165	27.63671875	6.4529178
340.72222	9882.4375	481.327141685	159.242224591	201.070510412	27.44140625	6.4386379
340.72569	10280.07813	485.062395319	164.907447522	193.992695958	27.0324707	6.424358
340.72917	9855.503906	464.080823557	161.55370134	180.02317691	26.94702148	6.0109167
340.73264	11288.10547	469.463401533	161.992129365	187.839860588	27.17285156	4.4704187
340.73611	11362.97754	476.714059331	163.388397046	181.444204199	27.00195313	4.5245246
340.73958	10874.36426	475.992782318	167.671104551	183.551501815	26.63574219	4.5045394
340.74306	11749.70117	503.652281323	160.143844171	217.836962503	26.62760353	4.2856445
340.74653	11895.76172	488.801095593	165.221390997	196.551797507	26.22070313	4.2277432
340.75	12083.85938	475.126601602	160.7348839	193.248931792	25.73242188	4.2248575
340.75347	12129.16992	489.791257569	159.661494059	209.379539733	26.12304688	4.2229276
340.75694	12067.69336	520.821180457	159.925977612	207.40472553	26.46484375	4.1710121
340.76042	12576.25781	494.36769584	163.157005985	203.209516524	24.87792969	4.0205433
340.76389	12951.80371	505.577922063	160.381541307	222.868332398	25.92773438	3.9686058
340.76736	12764.46875	503.967639929	154.00518846	227.732465251	25.53710938	3.9658801
340.77083	13104.53516	494.182427117	160.067493694	209.036409227	25.04882813	3.9059089
340.77431	13062.36523	487.139864691	157.57915592	209.088913263	24.68261719	3.904546
340.77778	13146.13965	487.600816136	152.898058083	214.896680555	24.34082031	3.8903329
340.78125	13132.95117	486.786433078	152.40565108	206.679208693	23.14453125	3.8762976
340.78472	13283.11133	496.475872886	153.532161614	228.160534296	24.12109375	3.8741954
340.78819	13049.37402	497.117808794	157.756905377	225.265748779	23.69995117	3.9339491
340.79167	12905.03418	479.137064818	155.965855307	207.247093599	23.26660156	4.0476242
340.79514	12810.8291	476.912169705	153.975375734	208.371709987	23.2421875	3.6922912
340.79861	16323.35645	389.306808553	120.271614357	180.586698464	23.10180664	3.2395797
340.80208	15671.95801	388.449810313	123.646700623	174.968314624	22.48535156	3.4426353
340.80556	14223.45117	428.296292077	131.451638037	196.491334371	23.29101563	3.7025533
340.80903	13810.70898	405.050636858	126.022714172	176.847638852	23.12011719	3.7846343
340.8125	13685.83301	392.306848583	127.399162991	174.682571741	22.97363281	3.8033487
340.81597	13478.19434	398.344465435	125.628716235	178.543928457	22.92480469	3.8183286
340.81944	13445.1582	409.664987145	127.736370563	178.333544916	22.90039063	3.8333085
340.82292	13226.22266	404.015450715	122.3953757	184.098875125	22.77832031	3.8482884
340.82639	12982.70508	420.510546474	126.184300096	190.540128791	23.046875	3.8632683
340.82986	13150.00098	436.462677578	127.395124318	200.719499315	22.80273438	3.8782483
340.83333	12814.84473	410.349292298	123.391700221	188.538967207	22.39379883	3.7476869
340.83681	12485.74609	405.97394338	123.485029994	180.802347119	22.04589844	3.7621068
340.84028	13115.61914	404.802463472	123.464773682	179.182712694	21.78548241	3.7765267
340.84375	12853.00781	399.617943839	121.595140249	173.407106856	21.65527344	3.7909466
340.84722	12861.5293	406.242814361	121.549178687	187.844485915	21.94824219	3.8053665
340.85069	11731.28906	415.153802901	121.757250781	189.738890943	21.6796875	3.8197865
340.85417	11932.19727	398.782048798	118.866869535	183.34162829	21.53320313	3.8342064
340.85764	11718.68164	397.665999128	118.820595067	183.145780617	21.63085938	3.8486263
340.86111	11902.18945	394.72727411	119.502759424	178.315279045	22.265625	3.8630462
340.86458	11639.12793	401.580563279	118.171634239	183.306829578	22.4609375	3.8774661
340.86806	11740.13672	388.822661519	117.06198433	177.32225961	21.80175781	3.891886
340.87153	11253.91016	380.165826688	118.084475355	165.057876327	22.33886719	3.9063059
340.875	11332.24414	377.096081592	117.571793794	168.286288702	21.85058594	3.8065299
340.87847	11300.59473	377.527161308	113.298169288	172.191815331	21.59830666	3.8205298
340.88194	11199.78613	374.592023639	114.877309746	165.629466398	21.67154884	3.8345297
340.88542	11024.83105	369.027921823	119.582469544	156.238074896	21.72851563	3.8485296
340.88889	11158.1709	360.555039358	114.894581018	156.328484394	21.11816406	3.8625296
340.89236	10787.33691	375.421673849	116.805084716	160.697811088	22.21679688	3.8765295
340.89583	10523.93848	371.760751462	118.619935993	155.000379424	22.04589844	3.8905294
340.89931	10597.26074	378.555867518	115.712760246	172.341338743	22.048950195	3.9045293
340.90278	10465.99512	360.018887067	111.230598385	156.645545425	22.05200195	3.9185292
340.90625	10043.92578	388.113320912	113.535372454	147.437456039	22.04589844	3.9325291
340.90972	10125.83008	344.329645587	112.788656872	141.201032179	21.94824219	3.946529
340.91319	10056.30566	353.441630243	108.592151834	153.248614026	21.75292969	3.9605289
340.91667	9809.885742	351.994401846	113.252498665	149.160678445	22.09472656	3.8950383
340.92014	10051.33594	348.147682193	116.0407911	148.491387465	22.24121094	3.9087582
340.92361	9862.173828	338.168377578	111.952858683	147.190791598	22.4609375	3.9224781
340.92708	9843.999023	340.403954241	112.458780304	146.229262712	22.49349022	3.936198
340.93056	9918.488281	338.868855547	112.075369388	146.584094533	22.4609375	3.9499179
340.93403	9738.5	341.504758146	112.283045874	144.633597849	22.44873047	3.9636378
340.9375	9619.72168	347.818903327	112.093399409	149.742266515	22.43652344	3.9773577
340.94097	9535.290039	338.141220108	110.599587969	136.603510778	22.52604103	3.9910776
340.94444	9483.516602	333.593406995	112.470207585	136.048568419	22.60742188	4.0047976
340.94792	9627.162109	328.996279485	111.205101933	131.956606196	22.80273438	4.0185175
340.95139	9274.769531	324.875652978	114.281161598	124.877078419	22.4609375	4.0322374
340.95486	9095.258789	324.464755599	112.106138679	131.219545772	23.36425781	4.0459573
340.95833	9348.136719	320.150916606	107.486587635	129.078799143	23.400878905	4.0596772
340.96181	9158.408203	324.480879456	110.663093231	129.412819246	23.4375	4.0733971
340.96528	9221.766602	322.268453412	111.441246823	126.898207183	23.51074219	4.087117
340.96875	9233.856445	323.707422706	111.237734386	127.523974056	23.87695313	4.1008369
340.97222	9027.481445	322.661970615	109.067071969	134.516984283	23.71419334	4.1145569
340.97569	9019.970703	332.359277949	111.443903395	137.014891458	24.39575195	4.1282768
340.97917	9097.853516	327.688947796	112.355271259	127.082377917	23.87695313	4.1419967
340.98264	8702.506836	331.697955604	114.599948622	136.784801584	23.57177734	4.1557166
340.98611	8650.364258	348.869817025	117.183686065	135.625336138	23.68164063	4.1694365
340.98958	8798.624023	337.88372587	111.73248477	137.840282079	23.56567383	4.1831564
340.99306	8642.606445	335.607740151	115.35288265	139.150090881	23.29101563	4.1968763
340.99653	8749.360352	322.743654996	112.971806123	128.954144968	24.09667969	4.2105962
341.0	8597.722656	313.967645291	113.16164277	123.672848386	23.80371094	4.3105267
341.00347	8393.504883	310.486393336	114.121704586	116.034274195	23.62467384	4.3245266
341.00694	8640.964844	298.753680486	110.268397182	113.11578393	23.64908791	4.3385265
341.01042	6192.229492	388.391762109	142.144426121	146.094070448	23.80371094	4.3525264
341.01389	9554.016602	371.00217922	127.381301234	144.509984588	23.31542969	4.3665263
341.01736	9405.292969	379.246166195	132.125923489	151.149972511	24.59309959	4.3805262
341.02083	8127.521973	392.917217968	138.27620495	151.506301614	24.65820313	4.3945261
341.02431	8244.608398	392.473203675	138.443162955	153.753911374	24.82910156	4.4085261
341.02778	8317.332031	395.910371179	141.107012075	152.246017594	24.79248047	4.422526
341.03125	8096.094238	389.776627855	138.220135414	152.201703298	24.82910156	4.4365259
341.03472	7964.924805	391.266029454	139.33920352	152.698947511	25.07324219	4.4505258
341.03819	7957.743652	387.374740461	138.204757973	151.283866523	25.31738281	4.4645257
341.04167	7864.373047	384.169037657	136.589021811	145.490403655	25.01220703	4.4337404
341.04514	7856.504883	386.551081614	138.209206319	157.970495987	24.82910156	4.4476003
341.04861	8123.5	390.168578613	143.001295536	145.55153089	24.75585938	4.4614602
341.05208	7465.995117	383.33743652	135.201066396	153.588609625	24.89420509	4.4753201
341.05556	7694.865723	380.147805289	135.321612378	145.798136589	25.09765625	4.48918
